Concept,ISO_Code,Similarity_ColdWar,Similarity_PostColdWar,Deviation_ColdWar,Deviation_PostColdWar,Deviation_Shift,Bloc
sovereignty,PRT,0.5646972,0.5782664,0.4353027939796448,0.4217336177825928,-0.013569176197052002,Global North (Western/Allies)
sovereignty,OMN,0.51065636,0.5206709,0.48934364318847656,0.47932910919189453,-0.010014533996582031,Global South (G77/Rest of World)
sovereignty,BHS,0.5648353,0.49290085,0.4351646900177002,0.5070991516113281,0.07193446159362793,Global South (G77/Rest of World)
sovereignty,LSO,0.54745996,0.5413579,0.4525400400161743,0.4586421251296997,0.006102085113525391,Global South (G77/Rest of World)
sovereignty,DEU,0.36778563,0.41387105,0.632214367389679,0.5861289501190186,-0.0460854172706604,Global North (Western/Allies)
sovereignty,BGD,0.4777643,0.41154552,0.5222356915473938,0.5884544849395752,0.0662187933921814,Global South (G77/Rest of World)
sovereignty,GNQ,0.49716493,0.64124435,0.5028350651264191,0.3587556481361389,-0.14407941699028015,Global South (G77/Rest of World)
sovereignty,GRD,0.51581043,0.33875227,0.48418956995010376,0.661247730255127,0.1770581603050232,Global South (G77/Rest of World)
sovereignty,BWA,0.43586338,0.24171841,0.5641366243362427,0.7582815885543823,0.19414496421813965,Global South (G77/Rest of World)
sovereignty,MOZ,0.5285083,0.19244546,0.4714916944503784,0.8075545430183411,0.33606284856796265,Global South (G77/Rest of World)
sovereignty,STP,0.53357923,0.21863315,0.4664207696914673,0.7813668549060822,0.31494608521461487,Global South (G77/Rest of World)
sovereignty,CPV,0.51341784,0.41730955,0.4865821599960327,0.5826904475688934,0.09610828757286072,Global South (G77/Rest of World)
sovereignty,PNG,0.43271944,0.3834099,0.5672805607318878,0.6165901124477386,0.04930955171585083,Global South (G77/Rest of World)
sovereignty,MDV,0.2896063,0.6179218,0.7103936970233917,0.3820781707763672,-0.32831552624702454,Global South (G77/Rest of World)
sovereignty,GNB,0.52745867,0.22804886,0.47254133224487305,0.7719511389732361,0.29940980672836304,Global South (G77/Rest of World)
sovereignty,SUR,0.48730135,0.50291646,0.5126986503601074,0.49708354473114014,-0.015615105628967285,Global South (G77/Rest of World)
sovereignty,COM,0.52924573,0.470163,0.4707542657852173,0.5298370122909546,0.059082746505737305,Global South (G77/Rest of World)
sovereignty,WSM,0.3253337,0.23878326,0.6746662855148315,0.7612167447805405,0.08655045926570892,Global South (G77/Rest of World)
sovereignty,SYC,0.4981248,0.17542306,0.5018751919269562,0.8245769441127777,0.32270175218582153,Global South (G77/Rest of World)
